Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2026-08-19T21:54:52+05:30
Running ./build/bench_matching_engine
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 5.93, 4.51, 3.83
-------------------------------------------------------------------------------------------------------------------
Benchmark                                                                         Time             CPU   Iterations
BM_Fok_Rejected_CrossableLevels/1024/iterations:62500_stddev                   4.10 ns         3.41 ns            5
BM_Fok_Rejected_CrossableLevels/1024/iterations:62500_cv                       0.06 %          0.05 %             5
BM_Fok_Rejected_BackgroundDepth/0/iterations:65536_mean                        7.98 ns         7.97 ns            5
BM_Fok_Rejected_BackgroundDepth/0/iterations:65536_median                      7.87 ns         7.87 ns            5
BM_Fok_Rejected_BackgroundDepth/0/iterations:65536_stddev                     0.153 ns        0.160 ns            5
BM_Fok_Rejected_BackgroundDepth/0/iterations:65536_cv                          1.92 %          2.00 %             5
BM_Fok_Rejected_BackgroundDepth/16/iterations:65536_mean                       8.22 ns         8.22 ns            5
BM_Fok_Rejected_BackgroundDepth/16/iterations:65536_median                     8.21 ns         8.21 ns            5
BM_Fok_Rejected_BackgroundDepth/16/iterations:65536_stddev                    0.016 ns        0.014 ns            5
BM_Fok_Rejected_BackgroundDepth/16/iterations:65536_cv                         0.20 %          0.17 %             5
BM_Fok_Rejected_BackgroundDepth/256/iterations:65536_mean                      8.38 ns         8.37 ns            5
BM_Fok_Rejected_BackgroundDepth/256/iterations:65536_median                    8.38 ns         8.38 ns            5
BM_Fok_Rejected_BackgroundDepth/256/iterations:65536_stddev                   0.148 ns        0.152 ns            5
BM_Fok_Rejected_BackgroundDepth/256/iterations:65536_cv                        1.77 %          1.82 %             5
BM_Fok_Rejected_BackgroundDepth/4096/iterations:15621_mean                     8.54 ns         8.51 ns            5
BM_Fok_Rejected_BackgroundDepth/4096/iterations:15621_median                   8.30 ns         8.26 ns            5
BM_Fok_Rejected_BackgroundDepth/4096/iterations:15621_stddev                  0.480 ns        0.510 ns            5
BM_Fok_Rejected_BackgroundDepth/4096/iterations:15621_cv                       5.63 %          5.99 %             5
BM_Fok_Rejected_BackgroundDepth/65536/iterations:976_mean                      12.6 ns         12.5 ns            5
BM_Fok_Rejected_BackgroundDepth/65536/iterations:976_median                    12.5 ns         12.3 ns            5
BM_Fok_Rejected_BackgroundDepth/65536/iterations:976_stddev                   0.715 ns         1.52 ns            5
BM_Fok_Rejected_BackgroundDepth/65536/iterations:976_cv                        5.65 %         12.16 %             5
BM_Fok_Executed/1/iterations:8000_mean                                         58.4 ns         58.4 ns            5 items_per_second=17.1257M/s
BM_Fok_Executed/1/iterations:8000_median                                       58.0 ns         58.1 ns            5 items_per_second=17.2043M/s
BM_Fok_Executed/1/iterations:8000_stddev                                       1.59 ns         1.58 ns            5 items_per_second=449.96k/s
BM_Fok_Executed/1/iterations:8000_cv                                           2.72 %          2.70 %             5 items_per_second=2.63%
BM_Fok_Executed/4/iterations:4000_mean                                          187 ns          187 ns            5 items_per_second=21.3758M/s
BM_Fok_Executed/4/iterations:4000_median                                        187 ns          187 ns            5 items_per_second=21.3904M/s
BM_Fok_Executed/4/iterations:4000_stddev                                       2.20 ns         2.28 ns            5 items_per_second=259.821k/s
BM_Fok_Executed/4/iterations:4000_cv                                           1.18 %          1.22 %             5 items_per_second=1.22%
BM_Fok_Executed/16/iterations:2000_mean                                         734 ns          735 ns            5 items_per_second=21.7905M/s
BM_Fok_Executed/16/iterations:2000_median                                       735 ns          736 ns            5 items_per_second=21.7539M/s
BM_Fok_Executed/16/iterations:2000_stddev                                      14.5 ns         14.6 ns            5 items_per_second=439.953k/s
BM_Fok_Executed/16/iterations:2000_cv                                          1.98 %          1.99 %             5 items_per_second=2.02%
BM_Fok_Executed/64/iterations:1000_mean                                        3181 ns         3172 ns            5 items_per_second=20.1863M/s
BM_Fok_Executed/64/iterations:1000_median                                      3155 ns         3150 ns            5 items_per_second=20.3175M/s
BM_Fok_Executed/64/iterations:1000_stddev                                      74.4 ns         67.6 ns            5 items_per_second=419.887k/s
BM_Fok_Executed/64/iterations:1000_cv                                          2.34 %          2.13 %             5 items_per_second=2.08%
BM_Fok_Executed/256/iterations:500_mean                                       12816 ns        12812 ns            5 items_per_second=19.9829M/s
BM_Fok_Executed/256/iterations:500_median                                     12789 ns        12788 ns            5 items_per_second=20.0188M/s
BM_Fok_Executed/256/iterations:500_stddev                                       155 ns          152 ns            5 items_per_second=236.656k/s
BM_Fok_Executed/256/iterations:500_cv                                          1.21 %          1.18 %             5 items_per_second=1.18%
BM_Fok_Executed/1024/iterations:256_mean                                      58383 ns        58280 ns            5 items_per_second=17.5707M/s
BM_Fok_Executed/1024/iterations:256_median                                    58500 ns        58379 ns            5 items_per_second=17.5406M/s
BM_Fok_Executed/1024/iterations:256_stddev                                      361 ns          349 ns            5 items_per_second=105.262k/s
BM_Fok_Executed/1024/iterations:256_cv                                         0.62 %          0.60 %             5 items_per_second=0.60%
