Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2026-08-20T10:52:37+05:30
Running ./build/bench_matching_engine
Run on (12 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x12)
Load Average: 6.08, 6.35, 6.28
-------------------------------------------------------------------------------------------------------------------
Benchmark                                                                         Time             CPU   Iterations
BM_Replace_PriorityLosing_QuantityIncrease/256/iterations:65536_mean            131 ns          131 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/256/iterations:65536_median          131 ns          131 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/256/iterations:65536_stddev         1.11 ns         1.04 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/256/iterations:65536_cv             0.85 %          0.80 %             5
BM_Replace_PriorityLosing_QuantityIncrease/4096/iterations:65536_mean           175 ns          175 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/4096/iterations:65536_median         175 ns          174 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/4096/iterations:65536_stddev        3.24 ns         3.15 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/4096/iterations:65536_cv            1.85 %          1.80 %             5
BM_Replace_PriorityLosing_QuantityIncrease/65536/iterations:65536_mean          208 ns          208 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/65536/iterations:65536_median        208 ns          208 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/65536/iterations:65536_stddev       1.82 ns         1.63 ns            5
BM_Replace_PriorityLosing_QuantityIncrease/65536/iterations:65536_cv           0.87 %          0.78 %             5
BM_Replace_PriorityLosing_PriceChange/1/iterations:65536_mean                  47.5 ns         47.4 ns            5
BM_Replace_PriorityLosing_PriceChange/1/iterations:65536_median                47.1 ns         47.1 ns            5
BM_Replace_PriorityLosing_PriceChange/1/iterations:65536_stddev               0.676 ns        0.666 ns            5
BM_Replace_PriorityLosing_PriceChange/1/iterations:65536_cv                    1.42 %          1.40 %             5
BM_Replace_PriorityLosing_PriceChange/16/iterations:65536_mean                 69.7 ns         69.5 ns            5
BM_Replace_PriorityLosing_PriceChange/16/iterations:65536_median               69.8 ns         69.5 ns            5
BM_Replace_PriorityLosing_PriceChange/16/iterations:65536_stddev              0.421 ns        0.346 ns            5
BM_Replace_PriorityLosing_PriceChange/16/iterations:65536_cv                   0.60 %          0.50 %             5
BM_Replace_PriorityLosing_PriceChange/256/iterations:65536_mean                 131 ns          131 ns            5
BM_Replace_PriorityLosing_PriceChange/256/iterations:65536_median               131 ns          131 ns            5
BM_Replace_PriorityLosing_PriceChange/256/iterations:65536_stddev              1.19 ns         1.19 ns            5
BM_Replace_PriorityLosing_PriceChange/256/iterations:65536_cv                  0.91 %          0.91 %             5
BM_Replace_PriorityLosing_PriceChange/4096/iterations:65536_mean                175 ns          175 ns            5
BM_Replace_PriorityLosing_PriceChange/4096/iterations:65536_median              176 ns          176 ns            5
BM_Replace_PriorityLosing_PriceChange/4096/iterations:65536_stddev             2.29 ns         2.17 ns            5
BM_Replace_PriorityLosing_PriceChange/4096/iterations:65536_cv                 1.31 %          1.24 %             5
BM_Replace_PriorityLosing_PriceChange/65536/iterations:65536_mean               209 ns          209 ns            5
BM_Replace_PriorityLosing_PriceChange/65536/iterations:65536_median             210 ns          209 ns            5
BM_Replace_PriorityLosing_PriceChange/65536/iterations:65536_stddev            1.51 ns         1.54 ns            5
BM_Replace_PriorityLosing_PriceChange/65536/iterations:65536_cv                0.72 %          0.74 %             5
BM_Fok_Rejected_CrossableLevels/1/iterations:65536_mean                        10.8 ns         10.8 ns            5
BM_Fok_Rejected_CrossableLevels/1/iterations:65536_median                      10.8 ns         10.8 ns            5
BM_Fok_Rejected_CrossableLevels/1/iterations:65536_stddev                     0.028 ns        0.035 ns            5
BM_Fok_Rejected_CrossableLevels/1/iterations:65536_cv                          0.26 %          0.32 %             5
BM_Fok_Rejected_CrossableLevels/4/iterations:65536_mean                        32.6 ns         32.5 ns            5
BM_Fok_Rejected_CrossableLevels/4/iterations:65536_median                      32.5 ns         32.5 ns            5
BM_Fok_Rejected_CrossableLevels/4/iterations:65536_stddev                     0.294 ns        0.175 ns            5
BM_Fok_Rejected_CrossableLevels/4/iterations:65536_cv                          0.90 %          0.54 %             5
BM_Fok_Rejected_CrossableLevels/16/iterations:65536_mean                        269 ns          269 ns            5
BM_Fok_Rejected_CrossableLevels/16/iterations:65536_median                      269 ns          268 ns            5
BM_Fok_Rejected_CrossableLevels/16/iterations:65536_stddev                    0.709 ns        0.674 ns            5
BM_Fok_Rejected_CrossableLevels/16/iterations:65536_cv                         0.26 %          0.25 %             5
BM_Fok_Rejected_CrossableLevels/64/iterations:65536_mean                       1741 ns         1739 ns            5
BM_Fok_Rejected_CrossableLevels/64/iterations:65536_median                     1738 ns         1735 ns            5
BM_Fok_Rejected_CrossableLevels/64/iterations:65536_stddev                     6.83 ns         6.86 ns            5
BM_Fok_Rejected_CrossableLevels/64/iterations:65536_cv                         0.39 %          0.39 %             5
BM_Fok_Rejected_CrossableLevels/256/iterations:65536_mean                      9272 ns         9256 ns            5
BM_Fok_Rejected_CrossableLevels/256/iterations:65536_median                    9270 ns         9256 ns            5
BM_Fok_Rejected_CrossableLevels/256/iterations:65536_stddev                    12.4 ns         10.5 ns            5
BM_Fok_Rejected_CrossableLevels/256/iterations:65536_cv                        0.13 %          0.11 %             5
BM_Fok_Rejected_CrossableLevels/1024/iterations:62500_mean                    45199 ns        45106 ns            5
BM_Fok_Rejected_CrossableLevels/1024/iterations:62500_median                  45088 ns        45013 ns            5
BM_Fok_Rejected_CrossableLevels/1024/iterations:62500_stddev                    196 ns          165 ns            5
BM_Fok_Rejected_CrossableLevels/1024/iterations:62500_cv                       0.43 %          0.36 %             5
BM_Fok_Rejected_BackgroundDepth/0/iterations:65536_mean                        10.9 ns         10.9 ns            5
BM_Fok_Rejected_BackgroundDepth/0/iterations:65536_median                      10.9 ns         10.8 ns            5
BM_Fok_Rejected_BackgroundDepth/0/iterations:65536_stddev                     0.159 ns        0.158 ns            5
BM_Fok_Rejected_BackgroundDepth/0/iterations:65536_cv                          1.46 %          1.45 %             5
BM_Fok_Rejected_BackgroundDepth/16/iterations:65536_mean                       14.2 ns         14.2 ns            5
BM_Fok_Rejected_BackgroundDepth/16/iterations:65536_median                     14.0 ns         14.0 ns            5
BM_Fok_Rejected_BackgroundDepth/16/iterations:65536_stddev                    0.377 ns        0.382 ns            5
BM_Fok_Rejected_BackgroundDepth/16/iterations:65536_cv                         2.66 %          2.70 %             5
BM_Fok_Rejected_BackgroundDepth/256/iterations:65536_mean                      19.8 ns         19.8 ns            5
BM_Fok_Rejected_BackgroundDepth/256/iterations:65536_median                    19.8 ns         19.8 ns            5
BM_Fok_Rejected_BackgroundDepth/256/iterations:65536_stddev                   0.149 ns        0.145 ns            5
BM_Fok_Rejected_BackgroundDepth/256/iterations:65536_cv                        0.75 %          0.73 %             5
BM_Fok_Rejected_BackgroundDepth/4096/iterations:15621_mean                     35.1 ns         34.7 ns            5
BM_Fok_Rejected_BackgroundDepth/4096/iterations:15621_median                   34.4 ns         34.4 ns            5
BM_Fok_Rejected_BackgroundDepth/4096/iterations:15621_stddev                   1.63 ns        0.945 ns            5
BM_Fok_Rejected_BackgroundDepth/4096/iterations:15621_cv                       4.64 %          2.72 %             5
BM_Fok_Rejected_BackgroundDepth/65536/iterations:976_mean                      58.9 ns         57.8 ns            5
BM_Fok_Rejected_BackgroundDepth/65536/iterations:976_median                    58.4 ns         57.4 ns            5
BM_Fok_Rejected_BackgroundDepth/65536/iterations:976_stddev                    1.28 ns         1.17 ns            5
BM_Fok_Rejected_BackgroundDepth/65536/iterations:976_cv                        2.17 %          2.02 %             5
BM_Fok_Executed/1/iterations:8000_mean                                          118 ns          118 ns            5 items_per_second=8.47003M/s
BM_Fok_Executed/1/iterations:8000_median                                        118 ns          118 ns            5 items_per_second=8.50159M/s
BM_Fok_Executed/1/iterations:8000_stddev                                       2.55 ns         2.34 ns            5 items_per_second=165.951k/s
BM_Fok_Executed/1/iterations:8000_cv                                           2.16 %          1.98 %             5 items_per_second=1.96%
BM_Fok_Executed/4/iterations:4000_mean                                          550 ns          550 ns            5 items_per_second=7.27884M/s
BM_Fok_Executed/4/iterations:4000_median                                        551 ns          551 ns            5 items_per_second=7.26612M/s
BM_Fok_Executed/4/iterations:4000_stddev                                       7.00 ns         6.49 ns            5 items_per_second=86.6084k/s
BM_Fok_Executed/4/iterations:4000_cv                                           1.27 %          1.18 %             5 items_per_second=1.19%
BM_Fok_Executed/16/iterations:2000_mean                                        2496 ns         2491 ns            5 items_per_second=6.42251M/s
BM_Fok_Executed/16/iterations:2000_median                                      2500 ns         2497 ns            5 items_per_second=6.40769M/s
BM_Fok_Executed/16/iterations:2000_stddev                                      16.8 ns         13.8 ns            5 items_per_second=35.7078k/s
BM_Fok_Executed/16/iterations:2000_cv                                          0.67 %          0.55 %             5 items_per_second=0.56%
BM_Fok_Executed/64/iterations:1000_mean                                       10481 ns        10471 ns            5 items_per_second=6.11259M/s
BM_Fok_Executed/64/iterations:1000_median                                     10476 ns        10471 ns            5 items_per_second=6.11212M/s
BM_Fok_Executed/64/iterations:1000_stddev                                      73.0 ns         72.6 ns            5 items_per_second=42.3346k/s
BM_Fok_Executed/64/iterations:1000_cv                                          0.70 %          0.69 %             5 items_per_second=0.69%
BM_Fok_Executed/256/iterations:500_mean                                       47297 ns        47232 ns            5 items_per_second=5.42015M/s
BM_Fok_Executed/256/iterations:500_median                                     47385 ns        47298 ns            5 items_per_second=5.41249M/s
BM_Fok_Executed/256/iterations:500_stddev                                       185 ns          155 ns            5 items_per_second=17.8139k/s
BM_Fok_Executed/256/iterations:500_cv                                          0.39 %          0.33 %             5 items_per_second=0.33%
BM_Fok_Executed/1024/iterations:256_mean                                     360018 ns       353347 ns            5 items_per_second=2.95539M/s
BM_Fok_Executed/1024/iterations:256_median                                   328044 ns       327238 ns            5 items_per_second=3.12922M/s
BM_Fok_Executed/1024/iterations:256_stddev                                    74739 ns        61057 ns            5 items_per_second=415.185k/s
BM_Fok_Executed/1024/iterations:256_cv                                        20.76 %         17.28 %             5 items_per_second=14.05%
